rid,rh13_e,rh13_c,EsufS_e,EsoilS_e,EsufS_c,EsoilS_c,q_eraS_e,q_eraS_c,P_eraS_c,P_eraS_e,dppt13_e,prev_str01,stream,prev_str02,dex_riv_pred,dex_riv_pred_SE,strahler,d_us1,d_us2,Q_us1_c,Q_us2_c,HYBAS_ID,NEXT_DOWN,NEXT_SINK,MAIN_BAS,DIST_SINK,DIST_MAIN,SUB_AREA,UP_AREA,PFAF_ID,ENDO,COAST,ORDER,SORT,geometry
12433,51.3866,51.3866,47717835.7896,177924002.5898,47717835.7896,177924002.5898,195954517.0938,195954517.0938,481715473.3711,481715473.3711,12.6386,0,12466,0,10.282009338240236,1.8653356509735362,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-6950692.10160295, -6950692.10160295, -6950692.10160295, -6950692.10160295, -6950900.89762587, -6950900.89762587, -6950900.89762587, -6951109.69364878, -6950900.89762587, -6950900.89762587, -6951109.69364878, -6951109.69364878, -6950900.89762587, -6950692.10160295, -6950692.10160295, -6950483.30558004, -6950274.50955712, -6950065.71353421, -6949856.91751129, -6949856.91751129, -6949856.91751129, -6950065.71353421, -6950274.50955712, -6950274.50955712, -6950483.30558004, -6950483.30558004, -6950274.50955712, 
-6950065.71353421, -6950065.71353421, -6949856.91751129, -6949856.91751129, -6949648.12148838, -6949439.32546546, -6949230.52944255, -6949021.73341963, -6948812.93739672, -6948604.1413738, -6948395.34535089, -6948186.54932797, -6948186.54932797, -6948186.54932797, -6948186.54932797, -6948186.54932797, -6948186.54932797, -6948186.54932797, -6948395.34535089, -6948186.54932797, -6947977.75330506, -6947977.75330506, -6947768.95728214, -6947977.75330506, -6948186.54932797, -6948395.34535089, -6948395.34535089, 
-6948186.54932797, -6947977.75330506, -6947768.95728214, -6947560.16125923, -6947351.36523631, -6947351.36523631, -6947560.16125923, -6947351.36523631, -6947351.36523631, -6947351.36523631, -6947142.5692134, -6947142.5692134, -6946933.77319048, -6946724.97716757, -6946933.77319048, -6946724.97716757, -6946516.18114465, -6946307.38512174, -6946098.58909882, -6946098.58909882, -6946307.38512174, -6946516.18114465, -6946516.18114465, -6946307.38512174, -6946098.58909882, -6945889.79307591, -6945680.99705299, 
-6945472.20103008, -6945263.40500716, -6945054.60898425, -6944845.81296133, -6944637.01693842, -6944428.2209155, -6944219.42489259, -6944010.62886967, -6943801.83284676, -6943593.03682384, -6943593.03682384, -6943593.03682384, -6943384.24080093, -6943175.44477801, -6943175.44477801, -6943175.44477801, -6942966.6487551, -6942966.6487551, -6942966.6487551, -6943175.44477801, -6943175.44477801, -6942966.6487551, -6942757.85273218, -6942549.05670927, -6942340.26068635, -6942131.46466343, -6941922.66864052, 
-6941713.8726176, -6941505.07659469, -6941296.28057178, -6941087.48454886, -6940878.68852594, -6940669.89250303, -6940461.09648011, -6940252.3004572, -6940043.50443428, -6939834.70841137, -6939625.91238846, -6939417.11636554, 5111758.47761194, 5111549.68159204, 5111340.88557214, 5111132.08955224, 5110923.29353234, 5110714.49751244, 5110505.70149254, 5110296.90547264, 5110088.10945274, 5109879.31343284, 5109670.51741294, 5109461.72139303, 5109252.92537313, 5109044.12935323, 5108835.33333333, 5108626.53731343, 
5108417.74129353, 5108417.74129353, 5108208.94527363, 5108000.14925373, 5107791.35323383, 5107582.55721393, 5107373.76119403, 5107164.96517413, 5106956.16915423, 5106747.37313433, 5106538.57711443, 5106329.78109453, 5106120.98507463, 5105912.18905473, 5105703.39303483, 5105494.59701493, 5105285.80099502, 5105077.00497512, 5105077.00497512, 5105285.80099502, 5105494.59701493, 5105285.80099502, 5105077.00497512, 5104868.20895522, 5104659.41293532, 5104450.61691542, 5104241.82089552, 5104033.02487562, 
5103824.22885572, 5103615.43283582, 5103406.63681592, 5103197.84079602, 5102989.04477612, 5102780.24875622, 5102571.45273632, 5102362.65671642, 5102153.86069652, 5101945.06467662, 5101736.26865672, 5101527.47263682, 5101318.67661692, 5101318.67661692, 5101109.88059701, 5100901.08457711, 5100692.28855721, 5100483.49253731, 5100274.69651741, 5100065.90049751, 5099857.10447761, 5099648.30845771, 5099439.51243781, 5099230.71641791, 5099021.92039801, 5098813.12437811, 5098813.12437811, 5098813.12437811, 
5098604.32835821, 5098395.53233831, 5098186.73631841, 5097977.94029851, 5097769.14427861, 5097560.34825871, 5097351.55223881, 5097351.55223881, 5097351.55223881, 5097142.75621891, 5097142.75621891, 5097142.75621891, 5097142.75621891, 5097351.55223881, 5097142.75621891, 5096933.960199, 5096933.960199, 5096725.1641791, 5096516.3681592, 5096307.5721393, 5096098.7761194, 5095889.9800995, 5095681.1840796, 5095472.3880597, 5095263.5920398, 5095054.7960199, 5094846, 5094637.2039801, 5094428.4079602, 5094219.6119403, 
5094010.8159204, 5094010.8159204, 5094010.8159204, 5094219.6119403, 5094428.4079602, 5094637.2039801, 5094637.2039801, 5094846, 5094637.2039801, 5094428.4079602, 5094219.6119403, 5094219.6119403, 5094219.6119403, 5094010.8159204, 5093802.0199005, 5094010.8159204, 5094010.8159204, 5094010.8159204)"
14734,50.4825,50.4825,13096112.1172,81261958.3203,13096112.1172,81261958.3203,35372142.1748,35372142.1748,156375594.3789,156375594.3789,10.3563,0,14778,0,8.305496438960056,2.731723403160454,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7286018.51440454, -7286227.31042745, -7286436.10645037, -7286644.90247328, -7286853.6984962, -7287062.49451911, -7287271.29054203, -7287271.29054203, -7287271.29054203, -7287062.49451911, -7287062.49451911, -7287062.49451911, -7286853.6984962, -7286644.90247328, -7286644.90247328, -7286853.6984962, -7286853.6984962, -7286853.6984962, -7287062.49451911, -7287062.49451911, -7287271.29054203, -7287271.29054203, -7287271.29054203, -7287062.49451911, -7286853.6984962, -7286644.90247328, -7286436.10645037, 
-7286227.31042745, -7286227.31042745, -7286436.10645037, -7286436.10645037, -7286436.10645037, -7286227.31042745, -7286018.51440454, -7285809.71838162, -7286018.51440454, -7286018.51440454, -7285809.71838162, -7285600.92235871, -7285600.92235871, -7285600.92235871, -7285600.92235871, -7285600.92235871, -7285809.71838162, -7285600.92235871, -7285600.92235871, -7285809.71838162, -7286018.51440454, -7286227.31042745, -7286436.10645037, -7286644.90247328, -7286644.90247328, -7286436.10645037, -7286436.10645037, 
-7286644.90247328, -7286644.90247328, -7286853.6984962, -7287062.49451911, -7287271.29054203, -7287480.08656495, -7287271.29054203, -7287062.49451911, -7286853.6984962, -7286644.90247328, -7286436.10645037, -7286644.90247328, -7286644.90247328, -7286853.6984962, -7286853.6984962, -7286853.6984962, -7286644.90247328, -7286436.10645037, -7286227.31042745, -7286018.51440454, -7285809.71838162, -7285600.92235871, 5116351.99004975, 5116351.99004975, 5116351.99004975, 5116351.99004975, 5116351.99004975, 
5116351.99004975, 5116560.78606965, 5116769.58208955, 5116978.37810945, 5117187.17412935, 5117395.97014925, 5117604.76616915, 5117813.56218905, 5118022.35820896, 5118231.15422886, 5118439.95024876, 5118648.74626866, 5118857.54228856, 5119066.33830846, 5119275.13432836, 5119483.93034826, 5119692.72636816, 5119901.52238806, 5120110.31840796, 5120110.31840796, 5120319.11442786, 5120527.91044776, 5120736.70646766, 5120945.50248756, 5121154.29850746, 5121363.09452736, 5121571.89054726, 5121780.68656716, 
5121989.48258706, 5122198.27860697, 5122407.07462687, 5122615.87064677, 5122824.66666667, 5123033.46268657, 5123242.25870647, 5123451.05472637, 5123659.85074627, 5123868.64676617, 5124077.44278607, 5124286.23880597, 5124495.03482587, 5124703.83084577, 5124912.62686567, 5124703.83084577, 5124495.03482587, 5124703.83084577, 5124912.62686567, 5125121.42288557, 5125330.21890547, 5125539.01492537, 5125747.81094527, 5125956.60696517, 5126165.40298507, 5126374.19900498, 5126582.99502488, 5126791.79104478, 
5127000.58706468, 5127209.38308458, 5127209.38308458, 5127418.17910448, 5127626.97512438, 5127835.77114428, 5128044.56716418, 5128253.36318408, 5128462.15920398, 5128670.95522388, 5128879.75124378, 5128879.75124378, 5129088.54726368, 5129297.34328358, 5129297.34328358)"
10568,50.7811,50.7811,8562979.0078,55955356.8906,8562979.0078,55955356.8906,39794584.3145,39794584.3145,122460284.1758,122460284.1758,12.5966,0,10588,0,11.931774407874396,2.7401231434324105,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7257413.45926518, -7257204.66324226, -7256995.86721935, -7256787.07119643, -7256787.07119643, 4616911.91044776, 4617120.70646766, 4617329.50248756, 4617538.29850746, 4617747.09452736)"
11478,48.1858,48.1858,25397133.3726,164491381.4219,25397133.3726,164491381.4219,108934416.8203,108934416.8203,354362514.3164,354362514.3164,12.4964,0,11509,0,10.39988934978568,2.73284401953324,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7219412.58309464, -7219621.37911755, -7219830.17514046, -7220038.97116338, -7220247.7671863, -7220456.56320921, -7220665.35923213, -7220874.15525504, -7221082.95127796, -7221291.74730087, -7221291.74730087, -7221500.54332379, -7221709.3393467, -7221918.13536962, -7222126.93139253, -7222335.72741545, -7222544.52343836, -7222753.31946128, -7222962.11548419, -7223170.9115071, -7223379.70753002, -7223379.70753002, -7223588.50355294, -7223797.29957585, -7224006.09559877, -7224214.89162168, -7224423.6876446, 
-7224632.48366751, -7224841.27969043, -7225050.07571334, -7225258.87173626, -7225467.66775917, -7225676.46378209, -7225885.259805, -7226094.05582792, -7226302.85185083, -7226511.64787375, -7226720.44389666, -7226929.23991958, -7227138.03594249, -7227346.83196541, -7227555.62798832, -7227764.42401124, -7227973.22003415, -7227973.22003415, -7227973.22003415, -7227973.22003415, -7228182.01605707, -7228390.81207998, -7228599.6081029, -7228808.40412581, -7229017.20014873, -7229225.99617164, -7229434.79219456, 
-7229643.58821747, -7229852.38424039, -7229852.38424039, -7230061.1802633, -7230269.97628622, 4657000.74626866, 4656791.95024876, 4656791.95024876, 4656583.15422886, 4656583.15422886, 4656583.15422886, 4656583.15422886, 4656374.35820896, 4656374.35820896, 4656165.56218905, 4655956.76616915, 4655747.97014925, 4655747.97014925, 4655539.17412935, 4655747.97014925, 4655747.97014925, 4655539.17412935, 4655330.37810945, 4655330.37810945, 4655121.58208955, 4654912.78606965, 4654703.99004975, 4654495.19402985, 
4654286.39800995, 4654077.60199005, 4653868.80597015, 4653660.00995025, 4653451.21393035, 4653451.21393035, 4653451.21393035, 4653242.41791045, 4653242.41791045, 4653033.62189055, 4653033.62189055, 4653242.41791045, 4653242.41791045, 4653242.41791045, 4653242.41791045, 4653033.62189055, 4653033.62189055, 4652824.82587065, 4652616.02985075, 4652407.23383085, 4652616.02985075, 4652824.82587065, 4653033.62189055, 4653242.41791045, 4653451.21393035, 4653242.41791045, 4653033.62189055, 4652824.82587065, 
4652616.02985075, 4652407.23383085, 4652407.23383085, 4652407.23383085, 4652198.43781095, 4651989.64179104, 4651780.84577114, 4651572.04975124)"
16434,47.9858,47.9858,10071004.5361,62231736.4219,10071004.5361,62231736.4219,25960671.3691,25960671.3691,112699979.8008,112699979.8008,13.4396,0,16478,0,9.619327369462951,2.723162882468729,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7047155.86418971, -7047364.66021262, -7047573.45623554, -7047782.25225846, -7047782.25225846, -7047782.25225846, -7047991.04828137, -7048199.84430429, -7048408.6403272, -7048617.43635012, -7048826.23237303, -7049035.02839595, -7049243.82441886, -7049452.62044178, -7049661.41646469, -7049870.21248761, -7050079.00851052, -7050287.80453344, 4920083.73134328, 4920083.73134328, 4920292.52736318, 4920501.32338308, 4920710.11940299, 4920918.91542289, 4921127.71144279, 4921127.71144279, 4921127.71144279, 
4921336.50746269, 4921336.50746269, 4921336.50746269, 4921336.50746269, 4921127.71144279, 4921127.71144279, 4921127.71144279, 4921336.50746269, 4921545.30348259)"
8973,49.3419,49.3419,15763179.8386,110899484.7715,15763179.8386,110899484.7715,107421650.0059,107421650.0059,273679839.5234,273679839.5234,14.3093,0,8980,0,12.21479870627652,2.732877368778876,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-6649399.44053652, -6649190.64451361, -6649190.64451361, -6649399.44053652, -6649608.23655944, -6649608.23655944, -6649817.03258235, -6650025.82860527, -6650025.82860527, -6650025.82860527, -6650025.82860527, -6650025.82860527, -6650025.82860527, -6650025.82860527, -6650234.62462818, -6650234.62462818, -6650025.82860527, -6650025.82860527, -6650025.82860527, -6649817.03258235, -6649817.03258235, -6649608.23655944, -6649399.44053652, -6649190.64451361, -6648981.84849069, -6648773.05246778, -6648564.25644486, 
-6648355.46042195, -6648355.46042195, -6648355.46042195, -6648564.25644486, -6648564.25644486, -6648773.05246778, -6648981.84849069, -6649190.64451361, -6649190.64451361, -6649399.44053652, -6649399.44053652, -6649608.23655944, -6649399.44053652, -6649399.44053652, -6649399.44053652, -6649608.23655944, -6649608.23655944, -6649608.23655944, -6649608.23655944, -6649608.23655944, -6649608.23655944, -6649399.44053652, -6649399.44053652, -6649190.64451361, -6649190.64451361, -6649190.64451361, -6649190.64451361, 
-6649190.64451361, -6648981.84849069, -6648981.84849069, -6648981.84849069, -6648981.84849069, -6648773.05246778, -6648564.25644486, -6648355.46042195, -6648355.46042195, -6648355.46042195, -6648355.46042195, -6648355.46042195, -6648355.46042195, -6648355.46042195, -6648146.66439903, 5178782, 5178573.2039801, 5178364.4079602, 5178155.6119403, 5177946.8159204, 5177738.0199005, 5177529.2238806, 5177320.4278607, 5177111.6318408, 5176902.8358209, 5176694.039801, 5176485.24378109, 5176276.44776119, 5176067.65174129, 
5175858.85572139, 5175650.05970149, 5175441.26368159, 5175232.46766169, 5175023.67164179, 5174814.87562189, 5174606.07960199, 5174397.28358209, 5174188.48756219, 5174397.28358209, 5174397.28358209, 5174188.48756219, 5174188.48756219, 5173979.69154229, 5173770.89552239, 5173562.09950249, 5173353.30348259, 5173144.50746269, 5172935.71144279, 5172726.91542289, 5172518.11940299, 5172309.32338308, 5172100.52736318, 5171891.73134328, 5171682.93532338, 5171474.13930348, 5171265.34328358, 5171056.54726368, 
5170847.75124378, 5170638.95522388, 5170430.15920398, 5170221.36318408, 5170012.56716418, 5169803.77114428, 5169594.97512438, 5169386.17910448, 5169177.38308458, 5168968.58706468, 5168759.79104478, 5168550.99502488, 5168342.19900498, 5168133.40298507, 5167924.60696517, 5167715.81094527, 5167507.01492537, 5167298.21890547, 5167298.21890547, 5167089.42288557, 5166880.62686567, 5166671.83084577, 5166463.03482587, 5166254.23880597, 5166045.44278607, 5165836.64676617, 5165627.85074627)"
15048,51.6472,51.6472,45913534.9912,141241605.4863,45913534.9912,141241605.4863,71716888.1094,71716888.1094,295357510.5938,295357510.5938,12.3653,0,15092,0,10.565743337822543,2.724586970648816,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7327151.33091881, -7326942.53489589, -7326733.73887298, -7326524.94285006, -7326316.14682715, -7326107.35080423, -7325898.55478132, -7325689.7587584, -7325480.96273549, -7325480.96273549, -7325480.96273549, -7325480.96273549, -7325480.96273549, -7325480.96273549, -7325272.16671257, -7325063.37068965, -7324854.57466674, -7324645.77864383, -7324436.98262091, -7324436.98262091, -7324645.77864383, -7324854.57466674, -7324854.57466674, -7324645.77864383, -7324436.98262091, -7324228.186598, -7324019.39057508, 
-7323810.59455216, -7323601.79852925, -7323393.00250633, -7323184.20648342, -7323184.20648342, -7323184.20648342, -7323393.00250633, -7323601.79852925, -7323810.59455216, -7324019.39057508, -7324228.186598, -7324228.186598, -7324019.39057508, -7323810.59455216, -7324019.39057508, -7324228.186598, -7324436.98262091, -7324645.77864383, -7324645.77864383, -7324436.98262091, -7324228.186598, -7324019.39057508, -7323810.59455216, -7323601.79852925, -7323393.00250633, -7323184.20648342, -7322975.4104605, 
-7322975.4104605, -7322766.61443759, -7322557.81841468, -7322557.81841468, -7322766.61443759, -7322766.61443759, -7322766.61443759, -7322766.61443759, -7322557.81841468, -7322349.02239176, -7322140.22636884, -7321931.43034593, -7321722.63432301, -7321722.63432301, 4953073.50248756, 4952864.70646766, 4952655.91044776, 4952864.70646766, 4952864.70646766, 4952864.70646766, 4952864.70646766, 4952864.70646766, 4952655.91044776, 4952447.11442786, 4952238.31840796, 4952029.52238806, 4951820.72636816, 4951611.93034826, 
4951403.13432836, 4951403.13432836, 4951611.93034826, 4951403.13432836, 4951194.33830846, 4950985.54228856, 4950776.74626866, 4950567.95024876, 4950359.15422886, 4950150.35820896, 4950150.35820896, 4950150.35820896, 4950150.35820896, 4950359.15422886, 4950359.15422886, 4950150.35820896, 4949941.56218905, 4949732.76616915, 4949523.97014925, 4949315.17412935, 4949106.37810945, 4948897.58208955, 4948688.78606965, 4948479.99004975, 4948271.19402985, 4948062.39800995, 4947853.60199005, 4947644.80597015, 
4947436.00995025, 4947227.21393035, 4947018.41791045, 4946809.62189055, 4946600.82587065, 4946600.82587065, 4946809.62189055, 4946809.62189055, 4946809.62189055, 4946809.62189055, 4946809.62189055, 4946600.82587065, 4946392.02985075, 4946183.23383085, 4945974.43781095, 4945765.64179104, 4945556.84577114, 4945348.04975124, 4945139.25373134, 4944930.45771144, 4944721.66169154, 4944512.86567164, 4944304.06965174, 4944095.27363184, 4943886.47761194, 4943677.68159204)"
12351,49.3598,49.3598,32211400.0493,188077845.2539,32211400.0493,188077845.2539,146555506.5957,146555506.5957,430812555.0156,430812555.0156,11.9302,0,12384,0,10.270392633114303,2.734401680565839,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7278084.26553377, -7277875.46951085, -7277666.67348794, -7277457.87746502, -7277457.87746502, -7277457.87746502, -7277249.08144211, -7277040.28541919, -7276831.48939628, -7276622.69337336, -7276413.89735045, -7276413.89735045, -7276413.89735045, -7276622.69337336, -7276831.48939628, -7276831.48939628, -7277040.28541919, -7277249.08144211, -7277249.08144211, -7277457.87746502, -7277666.67348794, -7277875.46951085, -7278084.26553377, -7278293.06155668, -7278501.8575796, -7278501.8575796, -7278501.8575796, 
-7278710.65360251, -7278919.44962543, -7278919.44962543, -7279128.24564834, -7279337.04167126, -7279337.04167126, -7279545.83769417, -7279545.83769417, -7279754.63371709, -7279963.42974, -7280172.22576292, -7280381.02178583, -7280589.81780875, -7280798.61383166, -7280798.61383166, -7280589.81780875, -7280381.02178583, -7280172.22576292, -7280172.22576292, -7280172.22576292, -7279963.42974, -7279963.42974, -7279963.42974, -7279963.42974, -7279963.42974, -7280172.22576292, -7280381.02178583, -7280589.81780875, 
-7280798.61383166, -7280798.61383166, -7280798.61383166, -7280798.61383166, -7280798.61383166, -7280589.81780875, -7280381.02178583, -7280172.22576292, -7279963.42974, -7279754.63371709, -7279545.83769417, -7279337.04167126, -7279128.24564834, -7278919.44962543, -7278919.44962543, -7278710.65360251, -7278501.8575796, -7278501.8575796, -7278501.8575796, -7278293.06155668, -7278293.06155668, -7278084.26553377, -7277875.46951085, -7277875.46951085, -7277875.46951085, -7277875.46951085, -7277666.67348794, 
-7277457.87746502, -7277249.08144211, -7277040.28541919, -7276831.48939628, -7276622.69337336, -7276413.89735045, -7276413.89735045, -7276413.89735045, -7276622.69337336, -7276413.89735045, -7276205.10132753, -7275996.30530462, -7275787.5092817, -7275578.71325879, -7275578.71325879, -7275578.71325879, -7275578.71325879, -7275369.91723587, -7275161.12121296, -7274952.32519004, -7274743.52916713, -7274743.52916713, -7274743.52916713, -7274743.52916713, -7274743.52916713, -7274534.73314421, -7274325.9371213, 
-7274117.14109838, -7273908.34507547, -7273699.54905255, -7273490.75302964, -7273490.75302964, -7273281.95700672, -7273281.95700672, 4710243.73134328, 4710243.73134328, 4710034.93532338, 4709826.13930348, 4709617.34328358, 4709408.54726368, 4709199.75124378, 4708990.95522388, 4708782.15920398, 4708573.36318408, 4708364.56716418, 4708155.77114428, 4707946.97512438, 4707738.17910448, 4707529.38308458, 4707320.58706468, 4707111.79104478, 4706902.99502488, 4706694.19900498, 4706485.40298507, 4706276.60696517, 
4706067.81094527, 4706067.81094527, 4705859.01492537, 4705650.21890547, 4705441.42288557, 4705232.62686567, 4705023.83084577, 4704815.03482587, 4704606.23880597, 4704397.44278607, 4704188.64676617, 4703979.85074627, 4703771.05472637, 4703562.25870647, 4703353.46268657, 4703144.66666667, 4703144.66666667, 4703144.66666667, 4703144.66666667, 4702935.87064677, 4702727.07462687, 4702518.27860697, 4702309.48258706, 4702100.68656716, 4701891.89054726, 4701683.09452736, 4701474.29850746, 4701265.50248756, 
4701056.70646766, 4700847.91044776, 4700639.11442786, 4700430.31840796, 4700430.31840796, 4700221.52238806, 4700012.72636816, 4699803.93034826, 4699595.13432836, 4699386.33830846, 4699177.54228856, 4698968.74626866, 4698968.74626866, 4698968.74626866, 4698968.74626866, 4698968.74626866, 4699177.54228856, 4699177.54228856, 4699177.54228856, 4698968.74626866, 4698759.95024876, 4698551.15422886, 4698342.35820896, 4698133.56218905, 4697924.76616915, 4697715.97014925, 4697507.17412935, 4697298.37810945, 
4697089.58208955, 4696880.78606965, 4696671.99004975, 4696463.19402985, 4696254.39800995, 4696045.60199005, 4695836.80597015, 4696045.60199005, 4696045.60199005, 4696045.60199005, 4695836.80597015, 4695628.00995025, 4695419.21393035, 4695210.41791045, 4695001.62189055, 4695001.62189055, 4695001.62189055, 4695210.41791045, 4695001.62189055, 4694792.82587065, 4694584.02985075, 4694375.23383085, 4694166.43781095, 4693957.64179104, 4693957.64179104, 4693748.84577114, 4693540.04975124, 4693331.25373134, 
4693122.45771144, 4692913.66169154, 4692704.86567164, 4692913.66169154, 4692913.66169154, 4693122.45771144, 4693331.25373134, 4693540.04975124, 4693748.84577114, 4693957.64179104, 4694166.43781095)"
9429,51.0956,51.0956,12442232.2632,66304894.1602,12442232.2632,66304894.1602,100161456.7148,100161456.7148,202622542.1875,202622542.1875,12.7868,0,9439,0,12.074770018457627,2.7513737514990346,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7434263.69067423, -7434472.48669715, -7434472.48669715, -7434263.69067423, -7434263.69067423, -7434054.89465132, -7434054.89465132, -7434054.89465132, -7434054.89465132, -7434263.69067423, -7434472.48669715, -7434681.28272006, -7434890.07874298, -7434890.07874298, -7435098.87476589, -7435307.67078881, 4488293.56218905, 4488502.35820896, 4488711.15422886, 4488919.95024876, 4489128.74626866, 4489337.54228856, 4489546.33830846, 4489755.13432836, 4489963.93034826, 4490172.72636816, 4490381.52238806, 
4490590.31840796, 4490799.11442786, 4491007.91044776, 4491216.70646766, 4491425.50248756)"
14970,47.0866,47.0866,17816644.1689,90049031.0137,17816644.1689,90049031.0137,66947879.9941,66947879.9941,193768101.5195,193768101.5195,12.3485,0,15014,0,9.357929135422003,2.741989533329346,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7534276.98565054, -7534276.98565054, -7534276.98565054, -7534068.18962763, -7534276.98565054, -7534276.98565054, -7534276.98565054, -7534068.18962763, -7533859.39360472, -7533650.5975818, -7533441.80155889, -7533233.00553597, -7533024.20951306, -7532815.41349014, 4434215.39303483, 4434006.59701493, 4433797.80099502, 4433589.00497512, 4433380.20895522, 4433171.41293532, 4432962.61691542, 4432753.82089552, 4432753.82089552, 4432753.82089552, 4432962.61691542, 4432962.61691542, 4432962.61691542, 
4432753.82089552)"
